GameID,FileName,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PS4-F63987E6,DOOM 2 (1994) - [US] [EN] [1.08].pkg,Sony PlayStation 3 / PS4,General,DOOM 2 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,485.38 MB,https://archive.org/download/ps4-fpkg-collection-english-d/DOOM 2 (1994) - [US] [EN] [1.08].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DOOM%202%20-.png
PS4-E21BA107,DOOM Eternal - [US] [EN] [1.26].pkg,Sony PlayStation 3 / PS4,General,DOOM Eternal - [US] [EN] [1.26].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,86.96 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DOOM Eternal - [US] [EN] [1.26].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DOOM%20Eternal%20-.png
PS4-CB66B4F8,DRAGON BALL FighterZ - [EU] [EN] [1.38].pkg,Sony PlayStation 3 / PS4,General,DRAGON BALL FighterZ - [EU] [EN] [1.38].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,5.37 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON BALL FighterZ - [EU] [EN] [1.38].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20BALL%20FighterZ%20-.png
PS4-70167276,DRAGON BALL XENOVERSE - [EU] [EN] [1.07].pkg,Sony PlayStation 3 / PS4,General,DRAGON BALL XENOVERSE - [EU] [EN] [1.07].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,9.53 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON BALL XENOVERSE - [EU] [EN] [1.07].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20BALL%20XENOVERSE%20-.png
PS4-4F286018,DRAGON BALL XENOVERSE 2 - [EU] [EN] [1.45].pkg,Sony PlayStation 3 / PS4,General,DRAGON BALL XENOVERSE 2 - [EU] [EN] [1.45].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,21.93 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON BALL XENOVERSE 2 - [EU] [EN] [1.45].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20BALL%20XENOVERSE%202%20-.png
PS4-51078A97,DRAGON BALL Z KAKAROT - [EU] [EN] [2.11].pkg,Sony PlayStation 3 / PS4,General,DRAGON BALL Z KAKAROT - [EU] [EN] [2.11].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,49.77 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON BALL Z KAKAROT - [EU] [EN] [2.11].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20BALL%20Z%20KAKAROT%20-.png
PS4-02ECA40F,DRAGON QUEST BUILDERS - [EU] [EN] [1.00].pkg,Sony PlayStation 3 / PS4,General,DRAGON QUEST BUILDERS - [EU] [EN] [1.00].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,865.25 MB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON QUEST BUILDERS - [EU] [EN] [1.00].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20QUEST%20BUILDERS%20-.png
PS4-68732CBD,DRAGON QUEST BUILDERS 2 - [US] [EN] [1.04].pkg,Sony PlayStation 3 / PS4,General,DRAGON QUEST BUILDERS 2 - [US] [EN] [1.04].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,2.28 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON QUEST BUILDERS 2 - [US] [EN] [1.04].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20QUEST%20BUILDERS%202%20-.png
PS4-3D2812AD,DRAGON QUEST HEROES II - [EU] [EN] [1.06].pkg,Sony PlayStation 3 / PS4,General,DRAGON QUEST HEROES II - [EU] [EN] [1.06].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,21.02 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON QUEST HEROES II - [EU] [EN] [1.06].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20QUEST%20HEROES%20II%20-.png
PS4-D4319CE3,DRAGON QUEST HEROES The World Tree's Woe and the Blight Below - [US] [EN] [1.01].pkg,Sony PlayStation 3 / PS4,General,DRAGON QUEST HEROES The World Tree's Woe and the Blight Below - [US] [EN] [1.01].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,21.99 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON QUEST HEROES The World Tree's Woe and the Blight Below - [US] [EN] [1.01].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20QUEST%20HEROES%20The%20World%20Tree%27s%20Woe%20and%20the%20Blight%20Below%20-.png
PS4-D416475C,DRAGON QUEST XI Echoes of an Elusive Age - [US] [EN] [1.02].pkg,Sony PlayStation 3 / PS4,General,DRAGON QUEST XI Echoes of an Elusive Age - [US] [EN] [1.02].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,28.61 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON QUEST XI Echoes of an Elusive Age - [US] [EN] [1.02].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20QUEST%20XI%20Echoes%20of%20an%20Elusive%20Age%20-.png
PS4-A8EEC448,DRAGON QUEST XI S Echoes of an Elusive Age - [US] [EN] [1.01].pkg,Sony PlayStation 3 / PS4,General,DRAGON QUEST XI S Echoes of an Elusive Age - [US] [EN] [1.01].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,28.19 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRAGON QUEST XI S Echoes of an Elusive Age - [US] [EN] [1.01].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRAGON%20QUEST%20XI%20S%20Echoes%20of%20an%20Elusive%20Age%20-.png
PS4-4C40EE25,DREDGE - [EU] [EN] [1.08].pkg,Sony PlayStation 3 / PS4,General,DREDGE - [EU] [EN] [1.08].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,829.56 MB,https://archive.org/download/ps4-fpkg-collection-english-d/DREDGE - [EU] [EN] [1.08].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DREDGE%20-.png
PS4-8ED213BA,DRIVECLUB - [EU] [EN] [1.28].pkg,Sony PlayStation 3 / PS4,General,DRIVECLUB - [EU] [EN] [1.28].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,32.50 GB,https://archive.org/download/ps4-fpkg-collection-english-d/DRIVECLUB - [EU] [EN] [1.28].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/DRIVECLUB%20-.png
PS4-AB53BE7A,Dandara - [US] [EN] [1.17].pkg,Sony PlayStation 3 / PS4,General,Dandara - [US] [EN] [1.17].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,509.50 MB,https://archive.org/download/ps4-fpkg-collection-english-d/Dandara - [US] [EN] [1.17].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dandara%20-.png
PS4-221BFAD9,Dangerous Golf - [EU] [EN] [1.02].pkg,Sony PlayStation 3 / PS4,General,Dangerous Golf - [EU] [EN] [1.02].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,5.60 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dangerous Golf - [EU] [EN] [1.02].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dangerous%20Golf%20-.png
PS4-CEB07E6E,Darksiders - [EU] [EN] [1.01].pkg,Sony PlayStation 3 / PS4,General,Darksiders - [EU] [EN] [1.01].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,16.26 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Darksiders - [EU] [EN] [1.01].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Darksiders%20-.png
PS4-9BF31B5F,Darksiders Genesis - [EU] [EN] [1.03].pkg,Sony PlayStation 3 / PS4,General,Darksiders Genesis - [EU] [EN] [1.03].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,8.39 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Darksiders Genesis - [EU] [EN] [1.03].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Darksiders%20Genesis%20-.png
PS4-25350EA9,Darksiders II - [EU] [EN] [1.02].pkg,Sony PlayStation 3 / PS4,General,Darksiders II - [EU] [EN] [1.02].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,12.81 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Darksiders II - [EU] [EN] [1.02].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Darksiders%20II%20-.png
PS4-21383677,Darksiders III - [EU] [EN] [1.11].pkg,Sony PlayStation 3 / PS4,General,Darksiders III - [EU] [EN] [1.11].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,21.26 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Darksiders III - [EU] [EN] [1.11].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Darksiders%20III%20-.png
PS4-3B2BDB74,Darkwood - [US] [EN] [1.06].pkg,Sony PlayStation 3 / PS4,General,Darkwood - [US] [EN] [1.06].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,2.04 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Darkwood - [US] [EN] [1.06].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Darkwood%20-.png
PS4-DE9BB121,Day of the Tentacle - [EU] [EN] [1.03].pkg,Sony PlayStation 3 / PS4,General,Day of the Tentacle - [EU] [EN] [1.03].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,1.71 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Day of the Tentacle - [EU] [EN] [1.03].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Day%20of%20the%20Tentacle%20-.png
PS4-AA4E8FB0,Dead Cells - [EU] [EN] [1.51].pkg,Sony PlayStation 3 / PS4,General,Dead Cells - [EU] [EN] [1.51].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,2.29 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Cells - [EU] [EN] [1.51].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Cells%20-.png
PS4-5E2D4396,Dead Island - [EU] [EN] [1.03].pkg,Sony PlayStation 3 / PS4,General,Dead Island - [EU] [EN] [1.03].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,4.40 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Island - [EU] [EN] [1.03].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Island%20-.png
PS4-41418F14,Dead Island 2 - [EU] [EN] [1.10].pkg,Sony PlayStation 3 / PS4,General,Dead Island 2 - [EU] [EN] [1.10].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,22.93 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Island 2 - [EU] [EN] [1.10].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Island%202%20-.png
PS4-616A8686,Dead Island Riptide - [EU] [EN] [1.03].pkg,Sony PlayStation 3 / PS4,General,Dead Island Riptide - [EU] [EN] [1.03].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,4.47 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Island Riptide - [EU] [EN] [1.03].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Islandtide%20-.png
PS4-C34AAD70,Dead Nation - [US] [EN] [1.03].pkg,Sony PlayStation 3 / PS4,General,Dead Nation - [US] [EN] [1.03].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,2.18 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Nation - [US] [EN] [1.03].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Nation%20-.png
PS4-BA6D96D8,Dead Rising 2 - [US] [EN] [1.02].pkg,Sony PlayStation 3 / PS4,General,Dead Rising 2 - [US] [EN] [1.02].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,7.55 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Rising 2 - [US] [EN] [1.02].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Rising%202%20-.png
PS4-472D9B0E,Dead Rising 2 Off The Record - [US] [EN] [1.02].pkg,Sony PlayStation 3 / PS4,General,Dead Rising 2 Off The Record - [US] [EN] [1.02].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,5.78 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Rising 2 Off The Record - [US] [EN] [1.02].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Rising%202%20Off%20The%20Record%20-.png
PS4-D898E5D4,Dead Rising 4 Frank's Big Package - [EU] [EN] [1.01].pkg,Sony PlayStation 3 / PS4,General,Dead Rising 4 Frank's Big Package - [EU] [EN] [1.01].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,52.72 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Dead Rising 4 Frank's Big Package - [EU] [EN] [1.01].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Dead%20Rising%204%20Frank%27s%20Big%20Package%20-.png
PS4-A82989A7,Deadlight - [EU] [EN] [1.02].pkg,Sony PlayStation 3 / PS4,General,Deadlight - [EU] [EN] [1.02].pkg is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,3.47 GB,https://archive.org/download/ps4-fpkg-collection-english-d/Deadlight - [EU] [EN] [1.02].pkg,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Deadlight%20-.png
