GameID,FileName,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PSP-49AA05B6,psp-chd-zstd/NBA 2K11 (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA 2K11 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",801.22 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA 2K11 (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%202K11.png
PSP-2C3AB9C5,psp-chd-zstd/NBA 2K11 (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA 2K11 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",798.60 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA 2K11 (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%202K11.png
PSP-39BE2A74,"psp-chd-zstd/NBA 2K12 (Europe) (En,Fr,De,Es,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA 2K12 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",749.77 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA 2K12 (Europe) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%202K12.png
PSP-743B1483,psp-chd-zstd/NBA 2K12 (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA 2K12 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",748.04 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA 2K12 (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%202K12.png
PSP-66EC8A91,"psp-chd-zstd/NBA 2K13 (Europe) (En,Fr,De,Es,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA 2K13 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",792.70 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA 2K13 (Europe) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%202K13.png
PSP-AFA466F4,psp-chd-zstd/NBA 2K13 (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA 2K13 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",791.87 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA 2K13 (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%202K13.png
PSP-B9E84443,psp-chd-zstd/NBA Ballers - Rebound (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Ballers - Rebound is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",434.64 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Ballers - Rebound (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Ballers%20-%20Rebound.png
PSP-0D881B98,"psp-chd-zstd/NBA Live 06 (Europe) (En,De,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 06 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",464.03 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 06 (Europe) (En,De,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2006.png
PSP-98E468DE,psp-chd-zstd/NBA Live 06 (France).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 06 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",354.26 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 06 (France).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2006.png
PSP-79A11A7A,psp-chd-zstd/NBA Live 06 (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 06 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",487.66 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 06 (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2006.png
PSP-815F72F0,psp-chd-zstd/NBA Live 06 (Korea).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 06 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",468.76 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 06 (Korea).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2006.png
PSP-AE65E333,psp-chd-zstd/NBA Live 06 (Spain).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 06 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",427.22 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 06 (Spain).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2006.png
PSP-59D1918D,psp-chd-zstd/NBA Live 06 (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 06 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",468.75 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 06 (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2006.png
PSP-86D8BFFC,psp-chd-zstd/NBA Live 07 (Asia).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 07 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",819.77 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 07 (Asia).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2007.png
PSP-B29F7A5C,"psp-chd-zstd/NBA Live 07 (Europe) (En,De,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 07 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",812.64 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 07 (Europe) (En,De,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2007.png
PSP-E7D4BB7A,psp-chd-zstd/NBA Live 07 (France).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 07 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",579.74 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 07 (France).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2007.png
PSP-81BEF0CB,psp-chd-zstd/NBA Live 07 (Spain).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 07 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",650.74 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 07 (Spain).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2007.png
PSP-8C6769E5,psp-chd-zstd/NBA Live 07 (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 07 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",814.14 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 07 (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2007.png
PSP-041C9B99,"psp-chd-zstd/NBA Live 08 (Europe) (En,Fr,Es,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 08 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.13 GB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 08 (Europe) (En,Fr,Es,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2008.png
PSP-5321BC74,psp-chd-zstd/NBA Live 08 (Europe).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 08 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",756.47 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 08 (Europe).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2008.png
PSP-6E9F2D43,psp-chd-zstd/NBA Live 08 (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 08 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.11 GB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 08 (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2008.png
PSP-636AF2D6,psp-chd-zstd/NBA Live 08 (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 08 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",754.17 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 08 (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2008.png
PSP-E6FE28F0,"psp-chd-zstd/NBA Live 09 (Europe) (En,De,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 09 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",790.85 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 09 (Europe) (En,De,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2009.png
PSP-12EBB4D6,psp-chd-zstd/NBA Live 09 (France).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 09 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",625.09 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 09 (France).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2009.png
PSP-55AC10A7,psp-chd-zstd/NBA Live 09 (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/NBA Live 09 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",807.48 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/NBA Live 09 (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/NBA%20Live%2009.png
